Program,Department,High School GPA,SAT Score,ACT Score,Advanced Coursework (0-10),STEM Extracurriculars (0-10),Leadership Experience (0-10),Letters of Recommendation (0-10),Personal Statement Quality (0-10),Diversity/Inclusion Contribution (0-10),Transfer Student GPA,Admission Status
Computer Science,Computer Science and Electrical Engineering,0.78,937,11,5,3,7,6,0,6,2.1,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",0.19,1327,10,3,0,2,1,2,8,0.85,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,0.42,1058,7,9,6,6,10,7,3,0.97,Yes
Environmental Engineering,Mechanical Engineering,2.26,1462,9,2,4,4,0,1,5,3.28,No
Cybersecurity Informatics,Computer Science and Electrical Engineering,0.78,1313,18,1,3,10,0,5,6,1.19,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),1.99,864,27,10,1,4,9,3,4,3.12,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,2.57,1514,28,3,7,6,0,1,6,0.25,No
Business Tech0logy Administration,Mechanical Engineering,1,1423,32,3,2,0,2,1,9,2.17,Yes
Computer Engineering,Computer Science and Electrical Engineering,3.8,1118,10,0,4,1,4,10,10,2.59,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),1.03,1348,34,7,2,9,7,7,2,3.15,Yes
Computer Engineering,Information Systems,0.65,988,5,7,9,10,6,9,3,3.06,Yes
Computer Science,Computer Science and Electrical Engineering,1.83,1587,20,5,6,9,1,0,7,1.04,Yes
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",1.77,1115,30,4,3,4,8,9,9,2.58,Yes
Chemical Engineering,Biological Sciences (in collaboration with COEIT),3.43,1588,33,0,8,5,5,10,1,0.72,Yes
Chemical Engineering,Computer Science and Electrical Engineering,0.19,1437,19,7,0,5,7,7,5,0.64,No
Business Tech0logy Administration,Mechanical Engineering,1.09,1149,2,6,4,5,3,1,8,0.78,Yes
Environmental Engineering,Computer Science and Electrical Engineering,3.52,1208,18,10,4,6,1,4,7,0.83,Yes
Chemical Engineering,Mechanical Engineering,3.03,846,14,2,10,1,7,1,9,0.61,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",0.02,1351,5,6,6,10,1,0,6,1.33,Yes
Business Tech0logy Administration,Information Systems,2.11,1234,18,6,0,8,3,3,10,2.85,Yes
Environmental Engineering,Mechanical Engineering,0.98,1142,15,1,7,2,10,1,6,3.14,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.95,1035,23,9,6,8,1,7,7,1.38,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",3.93,948,4,2,7,7,4,0,10,2.91,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),3.71,1062,34,6,0,0,7,8,1,3.08,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,0.04,1505,24,8,10,6,9,5,7,1.55,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),3.62,1570,12,5,2,10,2,2,4,3.98,Yes
Cybersecurity Informatics,Mechanical Engineering,1.31,1224,29,9,5,5,1,7,7,2.21,No
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",2.57,1051,6,3,6,8,1,7,7,2.8,Yes
Computer Engineering,Information Systems,1.8,1450,24,9,10,3,5,2,7,0.4,Yes
Environmental Engineering,Computer Science and Electrical Engineering,1.42,949,22,3,2,1,2,7,1,2.26,Yes
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",1.15,1233,17,7,8,4,10,0,8,2.93,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",1.71,1050,32,7,4,4,4,8,4,2.13,Yes
Computer Engineering,Information Systems,1.19,1103,25,9,6,1,10,2,0,3.39,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,3.7,852,26,8,6,1,1,9,6,0.3,Yes
Business Tech0logy Administration,Information Systems,1.75,969,27,10,4,7,5,9,2,3.55,Yes
Environmental Engineering,Information Systems,3.78,808,7,3,3,8,2,6,6,3.08,Yes
Information Systems,Information Systems,1.49,1569,35,4,8,0,6,7,9,0.01,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),1.04,1297,34,7,3,5,7,2,0,0.33,Yes
Computer Engineering,Computer Science and Electrical Engineering,3.24,1007,27,7,6,5,10,1,4,0.42,Yes
Mechanical Engineering,Information Systems,2.08,1145,8,2,1,6,3,4,9,1.64,Yes
Electrical Engineering,Computer Science and Electrical Engineering,0.65,1555,35,4,7,5,4,7,9,0.55,Yes
Business Tech0logy Administration,Information Systems,3.71,1590,18,9,3,0,4,1,6,0.16,No
Electrical Engineering,Mechanical Engineering,3.85,1389,23,9,4,5,2,4,5,3.3,Yes
Information Systems,Mechanical Engineering,2.75,1565,30,1,4,3,1,1,9,0.86,Yes
Business Tech0logy Administration,Information Systems,3.89,1268,16,5,0,0,2,7,8,2.41,No
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",2.7,875,31,4,3,9,4,1,9,2.36,No
Cybersecurity Informatics,Computer Science and Electrical Engineering,2.49,1315,34,9,6,5,7,6,3,3.21,No
Cybersecurity Informatics,Mechanical Engineering,3.3,1022,1,10,3,2,3,9,5,2.16,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),0.27,851,9,7,1,3,4,2,7,3.89,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",1.77,1109,4,1,4,7,7,9,5,2.12,No
Environmental Engineering,Mechanical Engineering,1.72,1107,20,6,6,7,6,4,0,2.69,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",2.48,1435,17,4,3,2,9,4,2,3.63,Yes
Computer Science,Computer Science and Electrical Engineering,1.39,835,10,4,5,10,9,3,9,2.88,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",1.81,1166,13,4,10,3,7,5,2,2.92,No
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),3.4,1182,16,4,3,2,3,0,10,0.23,No
Computer Science,"Chemical, Biochemical & Environmental Engineering",3.79,877,33,0,2,7,1,10,1,0.34,No
Chemical Engineering,Mechanical Engineering,1.94,1171,27,7,9,2,1,10,10,1.1,Yes
Electrical Engineering,Biological Sciences (in collaboration with COEIT),2.82,1301,16,1,10,9,8,7,6,2.25,No
Information Systems,Computer Science and Electrical Engineering,2.19,1342,15,6,0,2,1,0,4,3.54,Yes
Mechanical Engineering,Mechanical Engineering,3.47,1576,16,4,10,5,0,0,10,0.35,No
Cybersecurity Informatics,Computer Science and Electrical Engineering,1.05,1333,6,3,10,2,4,6,0,0.57,No
Mechanical Engineering,Information Systems,3.45,1219,29,1,7,4,8,5,2,2.12,Yes
Electrical Engineering,Mechanical Engineering,2.06,1405,17,10,10,3,8,5,2,0.55,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",1.82,1491,7,3,5,0,10,7,9,1.88,Yes
Electrical Engineering,Computer Science and Electrical Engineering,3.81,1320,34,5,9,10,5,2,4,3.61,Yes
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",1.22,1119,26,8,2,10,3,4,6,2.99,Yes
Cybersecurity Informatics,Biological Sciences (in collaboration with COEIT),0.33,939,26,4,0,6,8,7,8,2.99,Yes
Electrical Engineering,Computer Science and Electrical Engineering,2.69,1019,11,2,3,5,1,3,3,1.67,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,1.05,943,25,2,10,0,3,6,5,2.7,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),2.57,1156,2,4,3,9,5,3,4,2.95,No
Information Systems,Biological Sciences (in collaboration with COEIT),0.22,1040,28,3,7,10,0,8,1,0.08,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),2.25,1304,1,7,5,3,1,0,5,3.26,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),0.95,1576,6,0,2,8,1,6,7,3.57,No
Environmental Engineering,Information Systems,0.3,1473,1,9,4,6,0,9,4,0.48,No
Environmental Engineering,Computer Science and Electrical Engineering,0.22,1150,15,2,10,2,8,8,6,3.36,Yes
Business Tech0logy Administration,Information Systems,3.83,1047,1,4,5,6,0,4,2,1.43,Yes
Cybersecurity Informatics,Information Systems,1.06,806,19,3,10,0,0,9,10,1.27,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",2.33,959,25,0,4,4,3,3,2,2.42,Yes
Environmental Engineering,Computer Science and Electrical Engineering,1.94,906,14,4,1,0,10,8,7,3.25,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,1.45,1109,22,0,5,3,0,6,2,1.59,Yes
Computer Science,Computer Science and Electrical Engineering,2.17,887,23,7,7,1,8,1,4,2.53,No
Computer Science,Computer Science and Electrical Engineering,2.24,1401,7,9,7,9,7,8,7,3.31,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),3.35,1536,34,5,10,1,7,4,3,3.14,Yes
Business Tech0logy Administration,Mechanical Engineering,1.54,1145,11,6,5,5,6,2,5,1.1,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",1.41,1056,16,8,2,7,9,6,4,2.82,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",2.72,1555,9,10,7,8,8,1,5,2.55,No
Environmental Engineering,Biological Sciences (in collaboration with COEIT),1.49,1587,4,7,0,5,6,8,8,2.76,Yes
Environmental Engineering,Information Systems,2.04,1221,35,0,6,2,9,9,8,1.7,Yes
Business Tech0logy Administration,Mechanical Engineering,0.69,1167,23,1,7,2,10,10,1,0.08,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",1.14,811,24,1,4,2,7,0,2,1.36,Yes
Bioinformatics and Computational Biology,Information Systems,0.8,1498,4,2,3,2,0,9,2,2.95,Yes
Chemical Engineering,Computer Science and Electrical Engineering,3.36,1546,30,4,4,8,5,4,4,3.1,Yes
Information Systems,Mechanical Engineering,3.19,1269,32,5,0,3,2,8,0,3.48,No
Electrical Engineering,Mechanical Engineering,1.57,1430,34,2,5,6,1,4,10,0.92,Yes
Electrical Engineering,Computer Science and Electrical Engineering,1.76,1574,34,5,10,1,0,6,5,2.61,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",1.64,1525,31,5,9,6,0,1,5,0.8,Yes
Computer Engineering,Mechanical Engineering,0.77,954,31,9,4,6,0,5,9,0.68,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),3.13,1389,32,2,4,3,10,0,1,2.8,No
Electrical Engineering,Biological Sciences (in collaboration with COEIT),3.32,1560,22,3,4,3,2,0,4,0.7,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),2.44,1068,19,3,8,4,3,7,7,0.13,No
Chemical Engineering,Mechanical Engineering,2.97,1127,35,0,8,0,3,0,8,2.43,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",2.61,1165,15,9,7,5,5,4,2,0.14,No
Electrical Engineering,Information Systems,0.41,1073,8,0,9,6,1,2,10,2.15,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",2.2,985,32,3,8,10,4,4,1,3.22,No
Cybersecurity Informatics,Information Systems,1.39,1078,30,7,4,3,3,2,1,0.18,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,0.88,867,23,8,1,7,5,5,1,2.68,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,2.66,1544,7,5,1,6,2,0,9,0.29,Yes
Environmental Engineering,Information Systems,3.56,1227,22,2,9,9,3,7,8,2.49,No
Mechanical Engineering,Information Systems,4,885,28,0,7,0,0,0,4,3.48,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",2.31,1298,12,3,2,8,4,6,5,1.72,Yes
Computer Engineering,Mechanical Engineering,2.69,1489,3,1,0,8,6,2,10,1.51,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",2.61,843,21,6,1,0,5,7,10,3.29,Yes
Electrical Engineering,Mechanical Engineering,2.78,864,22,2,5,7,2,6,9,2.51,Yes
Bioinformatics and Computational Biology,Information Systems,0.98,1217,23,7,6,0,6,10,3,1.8,Yes
Electrical Engineering,Computer Science and Electrical Engineering,0.64,1214,7,8,9,7,5,4,2,2.52,No
Computer Engineering,Mechanical Engineering,1.63,1453,7,3,5,0,0,0,10,1.2,Yes
Computer Science,Information Systems,1.86,1107,21,4,0,9,7,8,9,3.65,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,3.05,1458,14,4,0,9,0,2,3,0.03,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",2.49,1165,7,7,5,1,9,6,6,1.07,Yes
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",2.21,828,5,0,6,2,9,10,10,3.35,Yes
Environmental Engineering,Mechanical Engineering,1.99,1047,19,5,0,9,2,4,6,0.8,Yes
Environmental Engineering,Mechanical Engineering,0.89,909,25,10,7,10,5,1,1,0.94,No
Computer Science,Mechanical Engineering,1.49,1539,12,1,4,3,2,6,0,2.25,No
Computer Science,"Chemical, Biochemical & Environmental Engineering",0.44,1085,9,8,2,0,8,9,4,2.7,No
Electrical Engineering,Mechanical Engineering,0.26,1258,1,6,5,7,1,6,0,0.17,No
Business Tech0logy Administration,Information Systems,0.05,1277,29,10,4,6,8,8,8,3.31,No
Computer Science,Biological Sciences (in collaboration with COEIT),0.35,1114,19,9,9,1,0,2,2,2.27,No
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),2.38,885,15,8,5,8,6,2,7,0.19,No
Computer Engineering,Mechanical Engineering,3.89,1364,18,9,0,3,7,5,10,2.16,Yes
Environmental Engineering,Information Systems,0.11,1121,22,3,5,5,1,6,0,0.66,Yes
Bioinformatics and Computational Biology,Information Systems,3.13,1094,22,4,0,8,5,2,4,0.56,No
Mechanical Engineering,Information Systems,2.66,1336,30,10,4,0,6,6,0,2.24,No
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.43,1319,7,9,4,2,1,3,5,2.83,Yes
Computer Engineering,Information Systems,3.78,1419,6,6,5,5,0,9,2,1.14,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",3.25,998,13,2,9,6,9,2,1,3.64,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",3.19,1242,14,7,9,8,2,9,10,1.68,Yes
Information Systems,Information Systems,0.35,1397,2,6,7,3,8,5,7,1.46,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),1.44,1532,16,10,6,6,5,3,2,2.3,No
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,2.47,1178,33,5,6,6,4,3,2,3.14,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",0.07,801,1,7,7,7,5,8,3,0.32,Yes
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",1.9,1040,30,1,6,4,8,2,9,3.39,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",0.03,1046,11,4,4,9,6,0,3,2,Yes
Business Tech0logy Administration,Computer Science and Electrical Engineering,2.97,1459,14,8,8,9,0,9,4,2.09,Yes
Computer Engineering,Information Systems,1.06,938,35,7,3,1,10,4,3,3.33,No
Environmental Engineering,Computer Science and Electrical Engineering,3.02,1014,14,0,3,2,1,0,0,2.23,Yes
Computer Science,Information Systems,1.92,1096,22,9,9,0,5,7,0,1.79,Yes
Cybersecurity Informatics,Mechanical Engineering,0.43,1296,31,7,8,6,1,10,7,3.31,No
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",3.68,1299,18,1,6,6,7,7,5,3.86,No
Computer Engineering,Biological Sciences (in collaboration with COEIT),2.79,1289,10,6,0,0,5,6,4,3,No
Information Systems,Computer Science and Electrical Engineering,2.9,867,24,0,10,9,8,0,0,3.66,No
Business Tech0logy Administration,Computer Science and Electrical Engineering,0.92,1571,24,2,2,7,1,8,8,3.11,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",0.5,1103,32,6,10,3,0,3,4,3.16,No
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",3.82,1568,34,9,5,7,3,5,2,0.89,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),1.39,1015,10,0,5,8,9,0,7,3.71,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),0.94,1116,14,10,0,0,7,10,4,0.46,No
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",3.51,954,23,8,8,7,5,9,1,2.13,No
Electrical Engineering,Information Systems,1.85,1382,32,3,9,1,10,1,7,0.05,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",2.62,833,12,4,10,3,2,1,9,1.46,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),1.07,1052,24,2,6,10,6,5,4,2.75,No
Information Systems,"Chemical, Biochemical & Environmental Engineering",3.88,1507,34,8,9,3,9,0,9,0.14,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),1.9,1313,20,10,5,1,0,3,6,0.29,No
Electrical Engineering,Mechanical Engineering,1.7,1046,29,5,3,0,7,0,0,2.13,Yes
Information Systems,Information Systems,0.26,1269,16,6,0,1,7,9,6,0.24,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),2.83,1193,9,7,8,3,2,1,4,1.22,No
Environmental Engineering,Computer Science and Electrical Engineering,2.16,1289,3,0,4,1,0,3,3,3.04,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.86,1026,10,0,8,6,2,8,8,1.28,No
Chemical Engineering,Information Systems,0.51,1544,1,5,6,0,6,0,4,1.58,Yes
Environmental Engineering,Information Systems,1.56,1530,7,5,3,3,1,8,4,3.08,Yes
Chemical Engineering,Computer Science and Electrical Engineering,1.02,1246,31,0,10,7,6,7,0,0.59,Yes
Computer Engineering,Mechanical Engineering,2.67,1143,13,7,1,7,4,10,7,3.35,Yes
Mechanical Engineering,Mechanical Engineering,0.29,1254,22,9,7,0,0,3,5,0.04,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),3.97,1204,16,6,8,4,7,10,8,0.95,No
Chemical Engineering,Information Systems,2.86,1511,22,6,0,8,2,0,0,1.62,No
Computer Science,Computer Science and Electrical Engineering,1.53,1297,6,3,6,4,0,3,9,0.86,No
Cybersecurity Informatics,Information Systems,1.47,1391,1,4,3,10,10,4,10,3.33,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,1.92,1201,2,7,7,4,2,7,4,3.72,Yes
Electrical Engineering,Computer Science and Electrical Engineering,2.79,1029,27,9,0,5,5,8,4,1.16,Yes
Mechanical Engineering,Biological Sciences (in collaboration with COEIT),2.37,1078,12,8,1,7,1,9,10,0.51,Yes
Environmental Engineering,Information Systems,1.94,1239,6,3,9,6,1,6,7,3.24,Yes
Cybersecurity Informatics,Mechanical Engineering,0.78,914,2,8,9,6,5,4,5,3.98,Yes
Mechanical Engineering,Information Systems,0.7,1204,10,9,6,6,3,9,1,2.41,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,3.66,1548,17,9,10,0,3,5,5,3.94,Yes
Business Tech0logy Administration,Mechanical Engineering,2.21,1333,17,8,5,1,1,7,2,0.09,No
Chemical Engineering,Computer Science and Electrical Engineering,2.32,940,6,8,0,4,3,10,9,3.1,Yes
Cybersecurity Informatics,Information Systems,1.73,1539,1,2,5,4,1,1,4,2.01,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,2.83,1130,20,3,6,9,5,8,5,1.58,No
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",3.21,869,18,4,6,3,9,4,2,2.33,Yes
Computer Engineering,Mechanical Engineering,1.64,1245,9,5,7,7,1,9,0,0.96,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),0.21,872,32,9,5,7,3,6,6,1.9,No
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",1.01,1203,17,5,1,7,7,1,10,2.02,No
Business Tech0logy Administration,Computer Science and Electrical Engineering,3.29,1244,19,9,6,8,7,9,0,3.04,Yes
Chemical Engineering,Information Systems,2.24,1565,13,0,0,10,5,7,4,2.24,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.53,951,1,3,0,6,2,9,6,2.22,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),1.53,1259,10,9,5,6,10,9,3,0.14,No
Chemical Engineering,Information Systems,1.26,1090,35,6,5,7,1,1,2,3.37,No
Business Tech0logy Administration,Mechanical Engineering,0.01,1478,26,10,0,3,8,4,7,1.77,Yes
