Student ID,Interests,Career Goals,Matched Courses
1872,Database Management,Embedded Systems Engineer,"Data Mining for Business Intelligence, Machine Learning"
1873,Cybersecurity,Data Scientist,"Introduction to Embedded Systems, Robotics"
1874,Signal Processing,AI Specialist,"Signal Processing, Analog and Digital Communication"
1875,"AI, Machine Learning",Database Administrator,"Biochemical Engineering, Process Design"
1876,Data Science,Environmental Engineer,"Principles of Digital Design, VLSI Design"
1877,Environmental Engineering,Software Developer,"Computer Science I, Computer Science II"
1878,Software Development,Cybersecurity Analyst,"Principles of Digital Design, VLSI Design"
1879,Cybersecurity,Environmental Engineer,"Software and Hardware Concepts, Data Structures"
1880,Embedded Systems,Data Scientist,"Introduction to Embedded Systems, Robotics"
1881,"AI, Machine Learning",Robotics Engineer,"Software and Hardware Concepts, Data Structures"
1882,Environmental Engineering,Software Developer,"Computer Science I, Computer Science II"
1883,Cybersecurity,Data Scientist,"Software and Hardware Concepts, Data Structures"
1884,Software Development,Embedded Systems Engineer,"Introduction to Cybersecurity, Digital Forensics"
1885,Cybersecurity,AI Specialist,"Signal Processing, Analog and Digital Communication"
1886,"AI, Machine Learning",AI Specialist,"Database Management Systems, Systems Analysis and Design"
1887,Database Management,Environmental Engineer,"Introduction to Cybersecurity, Digital Forensics"
1888,Database Management,AI Specialist,"Principles of Digital Design, VLSI Design"
1889,Software Development,AI Specialist,"Database Management Systems, Systems Analysis and Design"
1890,Biochemical Engineering,AI Specialist,"Environmental Engineering, Water Quality Control"
1891,Data Science,Database Administrator,"Biochemical Engineering, Process Design"
1892,Biochemical Engineering,AI Specialist,"Data Mining for Business Intelligence, Machine Learning"
1893,Environmental Engineering,Software Developer,"Data Mining for Business Intelligence, Machine Learning"
1894,Embedded Systems,Cybersecurity Analyst,"Principles of Digital Design, VLSI Design"
1895,Biochemical Engineering,Database Administrator,"Environmental Engineering, Water Quality Control"
1896,Software Development,Data Scientist,"Database Management Systems, Systems Analysis and Design"
1897,Biochemical Engineering,Cybersecurity Analyst,"Software and Hardware Concepts, Data Structures"
1898,Database Management,AI Specialist,"Computer Science I, Computer Science II"
1899,Biochemical Engineering,AI Specialist,"Environmental Engineering, Water Quality Control"
1900,Environmental Engineering,Database Administrator,"Introduction to Embedded Systems, Robotics"
1901,Signal Processing,Software Developer,"Signal Processing, Analog and Digital Communication"
1902,Data Science,Environmental Engineer,"Introduction to Embedded Systems, Robotics"
1903,Cybersecurity,Database Administrator,"Principles of Digital Design, VLSI Design"
1904,Database Management,Database Administrator,"Introduction to Cybersecurity, Digital Forensics"
1905,Software Development,Database Administrator,"Database Management Systems, Systems Analysis and Design"
1906,"AI, Machine Learning",AI Specialist,"Biochemical Engineering, Process Design"
1907,Environmental Engineering,AI Specialist,"Biochemical Engineering, Process Design"
1908,Database Management,Environmental Engineer,"Introduction to Embedded Systems, Robotics"
1909,Database Management,Data Scientist,"Biochemical Engineering, Process Design"
1910,Biochemical Engineering,Data Scientist,"Data Mining for Business Intelligence, Machine Learning"
1911,"AI, Machine Learning",Signal Processing Engineer,"Principles of Digital Design, VLSI Design"
1912,Embedded Systems,Biochemical Engineer,"Data Mining for Business Intelligence, Machine Learning"
1913,Signal Processing,Data Scientist,"Introduction to Embedded Systems, Robotics"
1914,"AI, Machine Learning",Data Scientist,"Environmental Engineering, Water Quality Control"
1915,Biochemical Engineering,Database Administrator,"Biochemical Engineering, Process Design"
1916,Cybersecurity,Database Administrator,"Computer Science I, Computer Science II"
1917,Environmental Engineering,Embedded Systems Engineer,"Introduction to Cybersecurity, Digital Forensics"
1918,Cybersecurity,Signal Processing Engineer,"Computer Science I, Computer Science II"
1919,Data Science,Robotics Engineer,"Data Mining for Business Intelligence, Machine Learning"
1920,Embedded Systems,Robotics Engineer,"Biochemical Engineering, Process Design"
1921,Data Science,Database Administrator,"Introduction to Embedded Systems, Robotics"
1922,Biochemical Engineering,Biochemical Engineer,"Data Mining for Business Intelligence, Machine Learning"
1923,Robotics,Data Scientist,"Principles of Digital Design, VLSI Design"
1924,Signal Processing,Software Developer,"Data Mining for Business Intelligence, Machine Learning"
1925,Signal Processing,Data Scientist,"Environmental Engineering, Water Quality Control"
1926,Embedded Systems,Signal Processing Engineer,"Software and Hardware Concepts, Data Structures"
1927,Signal Processing,Software Developer,"Introduction to Embedded Systems, Robotics"
1928,Data Science,Environmental Engineer,"Signal Processing, Analog and Digital Communication"
1929,Embedded Systems,Software Developer,"Principles of Digital Design, VLSI Design"
1930,Software Development,AI Specialist,"Introduction to Cybersecurity, Digital Forensics"
1931,"AI, Machine Learning",Robotics Engineer,"Software and Hardware Concepts, Data Structures"
1932,Environmental Engineering,Biochemical Engineer,"Introduction to Cybersecurity, Digital Forensics"
1933,Software Development,Cybersecurity Analyst,"Environmental Engineering, Water Quality Control"
1934,Environmental Engineering,Environmental Engineer,"Biochemical Engineering, Process Design"
1935,Robotics,Data Scientist,"Principles of Digital Design, VLSI Design"
1936,Biochemical Engineering,Software Developer,"Principles of Digital Design, VLSI Design"
1937,Embedded Systems,Software Developer,"Signal Processing, Analog and Digital Communication"
1938,Biochemical Engineering,Environmental Engineer,"Database Management Systems, Systems Analysis and Design"
1939,Robotics,Embedded Systems Engineer,"Principles of Digital Design, VLSI Design"
1940,Database Management,Biochemical Engineer,"Signal Processing, Analog and Digital Communication"
1941,Biochemical Engineering,Environmental Engineer,"Introduction to Embedded Systems, Robotics"
1942,Software Development,Software Developer,"Signal Processing, Analog and Digital Communication"
1943,Embedded Systems,AI Specialist,"Principles of Digital Design, VLSI Design"
1944,Data Science,Biochemical Engineer,"Software and Hardware Concepts, Data Structures"
1945,Data Science,Database Administrator,"Software and Hardware Concepts, Data Structures"
1946,Database Management,Robotics Engineer,"Environmental Engineering, Water Quality Control"
1947,"AI, Machine Learning",Data Scientist,"Signal Processing, Analog and Digital Communication"
1948,Database Management,Software Developer,"Introduction to Embedded Systems, Robotics"
1949,"AI, Machine Learning",Embedded Systems Engineer,"Biochemical Engineering, Process Design"
1950,Signal Processing,AI Specialist,"Introduction to Cybersecurity, Digital Forensics"
1951,Signal Processing,Database Administrator,"Introduction to Embedded Systems, Robotics"
1952,Cybersecurity,Environmental Engineer,"Signal Processing, Analog and Digital Communication"
1953,Environmental Engineering,Data Scientist,"Data Mining for Business Intelligence, Machine Learning"
1954,Database Management,Embedded Systems Engineer,"Principles of Digital Design, VLSI Design"
1955,Data Science,AI Specialist,"Biochemical Engineering, Process Design"
1956,"AI, Machine Learning",Cybersecurity Analyst,"Data Mining for Business Intelligence, Machine Learning"
1957,Database Management,Data Scientist,"Introduction to Cybersecurity, Digital Forensics"
1958,Cybersecurity,Environmental Engineer,"Introduction to Embedded Systems, Robotics"
1959,Environmental Engineering,Database Administrator,"Database Management Systems, Systems Analysis and Design"
1960,Signal Processing,Database Administrator,"Computer Science I, Computer Science II"
1961,Cybersecurity,Robotics Engineer,"Software and Hardware Concepts, Data Structures"
1962,Cybersecurity,Software Developer,"Introduction to Cybersecurity, Digital Forensics"
1963,Database Management,Database Administrator,"Introduction to Embedded Systems, Robotics"
1964,Software Development,Biochemical Engineer,"Introduction to Cybersecurity, Digital Forensics"
1965,Environmental Engineering,Data Scientist,"Biochemical Engineering, Process Design"
1966,Embedded Systems,AI Specialist,"Principles of Digital Design, VLSI Design"
1967,Environmental Engineering,Environmental Engineer,"Introduction to Cybersecurity, Digital Forensics"
1968,Robotics,Data Scientist,"Biochemical Engineering, Process Design"
1969,Embedded Systems,Embedded Systems Engineer,"Principles of Digital Design, VLSI Design"
1970,"AI, Machine Learning",Embedded Systems Engineer,"Computer Science I, Computer Science II"
1971,Signal Processing,Embedded Systems Engineer,"Data Mining for Business Intelligence, Machine Learning"
1972,Embedded Systems,Database Administrator,"Computer Science I, Computer Science II"
1973,Software Development,AI Specialist,"Database Management Systems, Systems Analysis and Design"
1974,Environmental Engineering,Embedded Systems Engineer,"Introduction to Embedded Systems, Robotics"
1975,Cybersecurity,Embedded Systems Engineer,"Database Management Systems, Systems Analysis and Design"
1976,Cybersecurity,AI Specialist,"Introduction to Embedded Systems, Robotics"
1977,Environmental Engineering,Biochemical Engineer,"Introduction to Embedded Systems, Robotics"
1978,Data Science,Signal Processing Engineer,"Computer Science I, Computer Science II"
1979,Data Science,Cybersecurity Analyst,"Introduction to Embedded Systems, Robotics"
1980,Signal Processing,Embedded Systems Engineer,"Biochemical Engineering, Process Design"
1981,Database Management,Environmental Engineer,"Database Management Systems, Systems Analysis and Design"
1982,Data Science,Data Scientist,"Signal Processing, Analog and Digital Communication"
1983,Robotics,Embedded Systems Engineer,"Signal Processing, Analog and Digital Communication"
1984,Biochemical Engineering,Data Scientist,"Biochemical Engineering, Process Design"
1985,Cybersecurity,Signal Processing Engineer,"Biochemical Engineering, Process Design"
1986,Data Science,Software Developer,"Introduction to Cybersecurity, Digital Forensics"
1987,Environmental Engineering,Signal Processing Engineer,"Environmental Engineering, Water Quality Control"
1988,Biochemical Engineering,Data Scientist,"Principles of Digital Design, VLSI Design"
1989,Data Science,Environmental Engineer,"Software and Hardware Concepts, Data Structures"
1990,Data Science,Signal Processing Engineer,"Database Management Systems, Systems Analysis and Design"
1991,Biochemical Engineering,Robotics Engineer,"Environmental Engineering, Water Quality Control"
1992,Database Management,Software Developer,"Biochemical Engineering, Process Design"
1993,Robotics,Software Developer,"Database Management Systems, Systems Analysis and Design"
1994,Robotics,Embedded Systems Engineer,"Biochemical Engineering, Process Design"
1995,Embedded Systems,Software Developer,"Computer Science I, Computer Science II"
1996,Signal Processing,Embedded Systems Engineer,"Environmental Engineering, Water Quality Control"
