Program,Department,High School GPA,SAT Score,ACT Score,Advanced Coursework (0-10),STEM Extracurriculars (0-10),Leadership Experience (0-10),Letters of Recommendation (0-10),Personal Statement Quality (0-10),Diversity/Inclusion Contribution (0-10),Transfer Student GPA,Admission Accepted
Chemical Engineering,Biological Sciences (in collaboration with COEIT),3.74,1509,31,1,4,0,8,2,1,3.16,Yes
Information Systems,Computer Science and Electrical Engineering,3.73,1261,27,7,0,10,1,0,3,2.59,Yes
Electrical Engineering,Computer Science and Electrical Engineering,3.32,1544,20,8,6,2,0,5,6,3.35,Yes
Chemical Engineering,Computer Science and Electrical Engineering,3.21,1515,24,7,6,1,2,5,2,3.26,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",3.7,1062,33,9,2,5,9,1,0,3.01,No
Cybersecurity Informatics,Information Systems,2.68,1331,28,4,2,1,5,1,2,2.87,No
Computer Science,Computer Science and Electrical Engineering,3,1564,32,6,5,8,6,7,5,3.18,No
Electrical Engineering,Information Systems,2.82,1478,31,8,9,8,1,5,2,3.08,No
Computer Science,"Chemical, Biochemical & Environmental Engineering",3.86,1443,26,8,8,1,1,8,1,2.54,Yes
Computer Engineering,Information Systems,2.7,1227,33,6,2,8,5,10,0,2.53,Yes
Electrical Engineering,Computer Science and Electrical Engineering,2.75,1413,20,7,0,2,9,6,5,3.91,Yes
Computer Engineering,Mechanical Engineering,2.83,1161,26,1,5,10,8,5,0,3.04,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,3.73,1104,22,3,7,3,7,1,10,3.52,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,3.26,1035,35,3,10,6,1,8,0,3.09,Yes
Business TechNology Administration,Mechanical Engineering,3.47,1076,32,3,10,3,4,1,7,2.91,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",2.5,1281,31,7,3,2,0,5,3,3.01,Yes
Information Systems,Mechanical Engineering,2.76,1573,31,10,9,0,2,9,8,3.54,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",2.61,1185,34,9,1,6,5,1,5,3.16,Yes
Computer Engineering,Information Systems,2.61,1074,23,8,7,1,10,4,5,2.93,No
Business TechNology Administration,Information Systems,2.99,1143,27,5,1,0,10,4,3,2.96,Yes
Cybersecurity Informatics,Information Systems,2.96,1030,24,7,0,5,7,3,4,3.77,Yes
Mechanical Engineering,Information Systems,3.63,1370,34,9,2,6,7,9,4,3.5,Yes
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",3.94,1349,32,1,4,6,8,9,5,3.29,No
Bioinformatics and Computational Biology,Information Systems,3.58,1327,22,1,6,9,5,8,8,2.78,Yes
Computer Science,Information Systems,3.54,1479,26,1,8,4,7,7,5,2.68,No
Mechanical Engineering,Information Systems,2.72,1248,35,6,2,0,4,1,6,3.82,Yes
Cybersecurity Informatics,Information Systems,2.92,1048,22,0,0,4,3,2,1,3.13,Yes
Mechanical Engineering,Biological Sciences (in collaboration with COEIT),3.06,1078,21,9,5,7,7,1,10,2.92,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",2.61,1396,33,1,6,8,6,9,7,2.73,Yes
Environmental Engineering,Information Systems,2.75,1078,22,10,9,5,2,3,6,3.42,Yes
Computer Engineering,Computer Science and Electrical Engineering,2.62,1231,21,8,1,10,1,0,8,3.65,No
Information Systems,Information Systems,2.71,1427,26,5,8,10,8,9,2,3.54,No
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",2.96,1548,24,3,9,8,1,5,1,2.97,Yes
Electrical Engineering,Mechanical Engineering,3.7,1549,24,0,1,1,8,2,3,2.63,Yes
Business TechNology Administration,Information Systems,3.61,1263,27,10,1,2,7,7,2,3.41,Yes
Computer Engineering,Information Systems,3.66,1323,27,5,6,8,1,8,0,2.59,Yes
Information Systems,Information Systems,3.99,1544,33,0,10,7,8,9,2,2.58,Yes
Mechanical Engineering,Information Systems,3.46,1292,23,4,7,2,8,9,8,3.22,No
Business TechNology Administration,"Chemical, Biochemical & Environmental Engineering",3.14,1265,24,7,8,10,2,8,8,3.49,Yes
Electrical Engineering,Computer Science and Electrical Engineering,3.52,1071,34,5,8,4,2,10,4,3.96,Yes
Business TechNology Administration,Information Systems,3.55,1140,22,4,7,0,8,1,0,2.69,Yes
Computer Science,Information Systems,3.02,1067,20,10,7,6,1,8,0,3.54,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",3.78,1046,27,6,1,5,5,1,0,3.23,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,3.39,1567,25,7,8,7,0,2,0,3.05,Yes
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",3.08,1025,24,3,9,9,0,5,1,2.6,No
Electrical Engineering,Computer Science and Electrical Engineering,3.71,1318,24,3,7,5,6,7,10,3.92,Yes
Chemical Engineering,Information Systems,2.97,1237,25,3,5,0,10,1,8,3.7,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),3.16,1175,27,5,3,5,4,5,5,2.64,Yes
Business TechNology Administration,Mechanical Engineering,3,1225,23,4,0,2,0,8,5,3.39,No
Computer Engineering,Information Systems,2.82,1161,26,4,0,9,6,10,7,2.71,Yes
Information Systems,Information Systems,3.17,1448,23,3,4,0,5,7,2,3.12,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.39,1440,24,9,7,0,9,2,9,3.45,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",2.57,1467,35,8,1,4,0,5,0,2.67,Yes
Chemical Engineering,Mechanical Engineering,2.84,1102,34,2,5,0,8,9,9,3.67,Yes
Cybersecurity Informatics,Information Systems,3.75,1489,26,8,7,0,1,10,8,3.95,Yes
Bioinformatics and Computational Biology,Information Systems,3.95,1012,32,9,7,9,1,0,10,2.58,Yes
Chemical Engineering,Computer Science and Electrical Engineering,3.74,1246,25,0,7,0,4,6,3,2.68,No
Electrical Engineering,Information Systems,3.46,1226,26,10,4,9,4,10,9,3.93,Yes
Electrical Engineering,Computer Science and Electrical Engineering,3.53,1388,29,2,1,2,1,2,4,3.76,Yes
Mechanical Engineering,Mechanical Engineering,3.78,1201,33,7,2,4,8,3,1,3.8,Yes
Electrical Engineering,Biological Sciences (in collaboration with COEIT),3.42,1220,35,0,2,10,2,8,7,3.59,Yes
Computer Science,Information Systems,3.69,1178,32,4,2,6,9,8,3,2.93,Yes
Information Systems,Computer Science and Electrical Engineering,3.74,1295,34,4,6,1,2,5,5,3.42,Yes
Mechanical Engineering,Mechanical Engineering,2.67,1191,27,5,1,5,4,9,10,3.16,Yes
Bioinformatics and Computational Biology,Information Systems,2.79,1034,35,0,8,10,1,5,2,3.83,Yes
Computer Science,Information Systems,3.47,1378,34,9,7,8,5,3,10,2.94,No
Computer Science,Computer Science and Electrical Engineering,3.7,1032,35,1,1,8,8,9,6,2.96,Yes
Electrical Engineering,Biological Sciences (in collaboration with COEIT),2.62,1309,28,8,10,4,5,5,1,3.31,Yes
Computer Science,Computer Science and Electrical Engineering,3.43,1346,23,2,9,0,3,7,5,3.93,Yes
Business TechNology Administration,Computer Science and Electrical Engineering,2.92,1087,30,4,10,8,10,9,9,2.6,No
Chemical Engineering,Information Systems,3.01,1555,29,10,1,4,4,10,2,3.39,Yes
Business TechNology Administration,Computer Science and Electrical Engineering,3.63,1194,35,10,8,3,5,9,9,3.75,Yes
Business TechNology Administration,Computer Science and Electrical Engineering,2.99,1536,21,3,3,8,5,4,9,3.41,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,2.99,1268,24,6,7,0,0,6,3,2.94,Yes
Computer Engineering,Information Systems,2.88,1517,25,9,4,2,1,9,5,3.86,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",2.54,1363,23,2,10,10,8,0,4,4,Yes
Cybersecurity Informatics,Mechanical Engineering,3.39,1289,25,6,4,7,2,6,2,3.89,Yes
Chemical Engineering,Computer Science and Electrical Engineering,3.75,1297,28,7,5,6,2,3,9,3.28,Yes
Computer Engineering,Computer Science and Electrical Engineering,3.06,1346,30,5,2,10,10,0,6,3.72,No
Business TechNology Administration,"Chemical, Biochemical & Environmental Engineering",3.7,1179,20,9,0,2,5,7,10,3.64,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,3,1158,23,2,8,0,8,7,4,3.25,Yes
Electrical Engineering,Mechanical Engineering,3.29,1297,21,3,3,1,0,6,9,3.39,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),3.2,1143,27,8,9,9,8,4,10,3.53,No
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",3.65,1321,22,10,3,5,9,5,10,3.31,Yes
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",3.55,1361,22,4,3,9,4,3,4,2.52,Yes
Chemical Engineering,Computer Science and Electrical Engineering,3.87,1069,21,0,8,3,10,4,4,3.89,Yes
Computer Engineering,Information Systems,3.15,1597,31,5,0,9,4,2,2,3.63,Yes
Chemical Engineering,Information Systems,3.59,1060,25,8,7,7,6,10,10,3.73,Yes
Information Systems,Mechanical Engineering,2.99,1234,33,9,3,7,3,9,0,2.59,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",3.57,1204,25,3,10,6,0,10,6,2.75,Yes
Chemical Engineering,Computer Science and Electrical Engineering,3,1552,26,0,2,1,8,3,7,3.76,Yes
Mechanical Engineering,Information Systems,2.94,1399,23,3,5,8,2,5,7,3.86,No
Business TechNology Administration,Information Systems,3.16,1390,25,0,1,3,7,9,10,3.31,No
Computer Science,Mechanical Engineering,3.93,1461,30,5,5,1,5,7,10,2.72,Yes
Electrical Engineering,Computer Science and Electrical Engineering,2.85,1449,35,7,7,2,3,5,10,3.26,Yes
Cybersecurity Informatics,Information Systems,2.71,1124,24,8,9,5,1,8,7,2.86,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.25,1464,29,10,0,4,8,10,9,3.1,Yes
Mechanical Engineering,Information Systems,2.53,1214,35,10,1,0,0,4,3,2.85,No
Electrical Engineering,Computer Science and Electrical Engineering,3.15,1024,28,0,0,10,10,6,2,3.14,Yes
Electrical Engineering,Computer Science and Electrical Engineering,3.29,1277,33,0,0,6,3,6,10,2.67,Yes
Electrical Engineering,Information Systems,2.98,1107,33,6,0,3,5,2,8,3.82,Yes
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",3.94,1272,20,4,10,7,3,2,8,3.82,No
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",3.64,1529,29,4,2,6,8,8,2,2.76,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",2.67,1324,35,4,6,10,1,1,4,3.19,No
Business TechNology Administration,Information Systems,2.7,1573,28,7,7,2,9,10,10,3.12,Yes
Computer Engineering,Computer Science and Electrical Engineering,3.85,1485,23,9,4,6,9,7,6,2.91,Yes
Computer Science,Information Systems,3.75,1446,23,9,3,9,2,3,9,3.46,Yes
Information Systems,Computer Science and Electrical Engineering,2.58,1456,24,3,9,4,9,4,0,3.44,No
Information Systems,Information Systems,3.67,1524,29,3,9,5,5,5,5,3.45,Yes
Information Systems,Information Systems,2.67,1218,29,2,6,9,0,4,8,3.01,Yes
Computer Science,Mechanical Engineering,3.74,1447,22,5,8,8,2,0,9,3,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.61,1347,32,0,8,3,2,7,0,2.98,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),3.05,1294,27,2,7,4,0,0,6,3.31,No
Environmental Engineering,Information Systems,2.97,1555,22,3,0,10,8,1,4,2.97,Yes
Business TechNology Administration,Biological Sciences (in collaboration with COEIT),3.53,1223,22,9,9,6,8,0,10,3.42,Yes
Computer Science,Computer Science and Electrical Engineering,3.77,1288,20,1,9,3,2,2,2,3,Yes
Bioinformatics and Computational Biology,Information Systems,2.93,1487,26,6,8,5,4,8,1,2.87,Yes
Business TechNology Administration,Biological Sciences (in collaboration with COEIT),3.2,1058,31,8,5,9,4,5,0,3.83,Yes
Chemical Engineering,Computer Science and Electrical Engineering,2.64,1035,20,9,9,4,0,4,3,3.69,Yes
Mechanical Engineering,Information Systems,3.24,1303,24,9,2,7,1,6,7,2.53,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",3.56,1382,34,7,2,4,1,1,3,2.69,Yes
Cybersecurity Informatics,Mechanical Engineering,3.25,1321,22,10,9,2,9,3,8,2.86,No
Chemical Engineering,Information Systems,2.58,1570,28,10,4,5,6,8,2,3.14,Yes
Computer Science,Information Systems,2.5,1498,29,4,3,7,3,1,5,3.98,Yes
Bioinformatics and Computational Biology,Information Systems,2.9,1468,22,10,6,4,3,4,3,3.4,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",3.12,1023,35,10,1,6,0,2,10,3.81,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",3.11,1421,31,8,1,2,9,10,6,3.65,Yes
Computer Science,Mechanical Engineering,3.71,1417,27,5,4,4,9,4,1,3.06,Yes
Electrical Engineering,Mechanical Engineering,2.83,1210,24,1,0,6,0,2,8,3.84,Yes
Business TechNology Administration,Biological Sciences (in collaboration with COEIT),2.58,1245,21,9,3,0,4,5,8,3.43,No
Business TechNology Administration,Information Systems,3.02,1252,32,8,6,4,1,1,1,2.9,Yes
Mechanical Engineering,Mechanical Engineering,3.65,1323,22,1,3,6,8,2,4,3.31,Yes
Information Systems,Computer Science and Electrical Engineering,3.24,1593,34,7,2,3,8,2,5,3.5,No
Electrical Engineering,Computer Science and Electrical Engineering,2.66,1236,29,1,7,10,2,9,9,3.05,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.71,1403,24,3,0,6,1,8,10,3.17,No
Cybersecurity Informatics,Mechanical Engineering,3.85,1112,34,8,3,5,2,0,7,3.59,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,3.64,1035,32,2,6,5,9,1,7,2.62,Yes
Mechanical Engineering,Information Systems,3.71,1185,26,7,9,1,6,0,3,3.01,Yes
Business TechNology Administration,"Chemical, Biochemical & Environmental Engineering",3.82,1255,29,3,1,4,9,0,3,3.62,Yes
Information Systems,Information Systems,3.69,1269,26,3,8,8,0,0,9,3.33,Yes
Business TechNology Administration,Computer Science and Electrical Engineering,3.58,1423,31,10,10,0,9,1,7,3.51,Yes
Information Systems,Information Systems,3.85,1041,28,1,2,6,2,9,4,3.05,Yes
Information Systems,Mechanical Engineering,3.18,1242,29,6,3,8,4,8,7,3.98,Yes
Computer Science,Information Systems,3.73,1262,33,8,2,5,1,0,7,3,Yes
Information Systems,Computer Science and Electrical Engineering,3.02,1539,22,9,6,8,8,3,6,2.68,No
Information Systems,Computer Science and Electrical Engineering,3.03,1343,27,0,4,7,4,6,1,3.63,Yes
Information Systems,Computer Science and Electrical Engineering,3.64,1055,21,6,8,7,7,1,5,3.49,Yes
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",2.99,1072,23,10,6,1,1,3,1,3.94,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",2.78,1227,31,6,4,0,10,8,3,3.51,No
Mechanical Engineering,Information Systems,3.85,1377,27,0,4,2,5,7,9,2.66,Yes
Business TechNology Administration,Information Systems,2.85,1364,32,7,6,10,7,7,6,3.95,Yes
Computer Science,Computer Science and Electrical Engineering,3.36,1581,31,4,2,5,6,6,10,3.16,Yes
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",2.85,1583,20,8,7,5,3,10,9,2.76,Yes
Chemical Engineering,Computer Science and Electrical Engineering,3.53,1533,31,7,6,0,4,3,3,3.21,No
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",3.32,1472,20,3,9,5,9,9,7,3.47,Yes
Chemical Engineering,Information Systems,2.71,1332,28,0,2,5,9,3,0,3.46,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.99,1045,33,8,10,4,2,8,6,3.96,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",3.48,1129,33,2,9,8,1,2,3,3.19,No
Business TechNology Administration,"Chemical, Biochemical & Environmental Engineering",3.85,1046,33,10,10,6,6,3,5,3.3,Yes
Business TechNology Administration,Computer Science and Electrical Engineering,2.86,1094,34,7,0,3,10,2,2,3.05,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",3.68,1510,21,9,6,5,10,3,9,2.78,Yes
Environmental Engineering,Computer Science and Electrical Engineering,2.66,1207,25,6,10,3,4,9,3,3.62,No
Bioinformatics and Computational Biology,Information Systems,3.27,1034,24,7,0,10,6,7,10,2.75,Yes
Environmental Engineering,Mechanical Engineering,3.76,1462,21,1,0,10,0,10,3,3.73,No
Computer Engineering,Information Systems,3.7,1462,28,7,8,7,8,9,0,2.67,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.59,1042,31,4,2,6,4,7,9,2.55,Yes
Information Systems,Computer Science and Electrical Engineering,2.87,1264,33,9,0,9,2,1,5,3.62,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,2.58,1105,33,4,6,9,0,10,6,3.56,No
Information Systems,Information Systems,3.63,1579,23,5,7,4,6,9,8,3.66,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),2.83,1336,21,2,0,5,10,3,9,3.92,No
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",2.5,1561,32,8,3,3,9,0,6,3.99,No
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,2.9,1031,29,6,0,8,10,5,1,2.98,Yes
Information Systems,Mechanical Engineering,3.66,1232,21,9,7,9,5,4,5,3.2,Yes
Information Systems,Information Systems,3.74,1254,27,4,10,1,10,6,7,2.91,No
Electrical Engineering,Computer Science and Electrical Engineering,2.76,1289,31,0,7,10,1,9,3,3.85,Yes
Mechanical Engineering,Information Systems,2.93,1014,34,2,5,5,6,8,9,3.45,Yes
Mechanical Engineering,Information Systems,3.93,1348,31,7,9,4,5,7,5,2.85,No
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",2.86,1508,20,3,3,9,7,3,6,2.55,Yes
Computer Engineering,Information Systems,2.67,1181,24,3,0,5,2,8,10,3.14,Yes
Computer Science,Information Systems,3.77,1142,29,1,0,1,1,1,3,3.21,Yes
Chemical Engineering,Mechanical Engineering,3.89,1336,24,4,10,8,10,5,8,2.58,Yes
Information Systems,Information Systems,3.56,1251,31,8,1,7,4,2,3,3.02,Yes
Mechanical Engineering,Mechanical Engineering,3.99,1394,30,5,5,2,7,1,5,3.97,Yes
Computer Engineering,Information Systems,2.63,1022,28,7,10,4,9,3,3,2.55,Yes
Bioinformatics and Computational Biology,Information Systems,3.59,1599,25,4,7,2,4,7,7,3.39,Yes
Mechanical Engineering,Information Systems,2.99,1564,35,8,4,5,0,7,0,2.61,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",3.42,1428,27,8,0,2,6,3,3,2.99,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,3.65,1548,31,10,10,4,6,2,2,2.67,Yes
Computer Science,Mechanical Engineering,3.66,1512,34,3,10,1,6,10,0,2.86,Yes
Cybersecurity Informatics,Mechanical Engineering,2.69,1037,21,8,1,7,4,2,8,2.88,Yes
Mechanical Engineering,Information Systems,3.59,1566,20,4,8,2,4,3,10,2.81,No
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",3.17,1038,24,2,2,6,7,10,8,3.3,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,2.96,1023,23,0,6,0,2,7,2,2.83,Yes
Cybersecurity Informatics,Information Systems,3.78,1448,35,9,8,10,0,6,5,3.63,Yes
Chemical Engineering,Biological Sciences (in collaboration with COEIT),3.07,1477,33,5,4,0,5,9,5,3.34,No
Information Systems,Computer Science and Electrical Engineering,3.8,1499,30,5,1,10,3,2,1,3.53,Yes
Electrical Engineering,Mechanical Engineering,3.76,1572,22,7,7,3,6,9,4,3.06,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,3.07,1139,28,9,8,0,5,10,3,2.51,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",2.75,1552,34,3,9,1,9,10,3,3.54,Yes
Computer Engineering,Computer Science and Electrical Engineering,2.82,1260,29,0,5,7,1,1,6,3.28,Yes
